Unique ID;Player;Nation;2nd Nat;Club;Division;Position;Age;Height;Left Foot;Right Foot;CA;PA;Transfer Value;Wage;Expires;Appearances;Minutes;Goals;Goals From Outside The Box;xG;NP-xG;xG-OP;xG/shot;Shots;Shots From Outside The Box Per 90 minutes;Shots on Target;Penalties Taken;Penalties Scored;Free Kick Shots;Assists;xA;Chances Created per 90;Clear Cut Chances Created;Key Passes;Open Play Key Passes per 90;Crosses Attempted;Crosses Completed;Open Play Crosses Attempted;Open Play Crosses Completed;Passes Attempted;Passes Completed;PsP;Dribbles;Distance;Sprints/90;Possession Lost per 90;Tackles Attempted;Tackled Completed;Key Tackles;Interceptions;Possession Won per 90;Pres A;Pres C;Blk;Shts Blckd;Clearances;Headers Attempted;Headers Won;Headers Lost per 90;Key Headers per 90;Clean Sheets;Goals Conceded;Saves per 90;Save Percentage;Expected Save Percentage;xGP;Saves Held;Saves Parried;Saves Tipped;Penalties Faced;Penalties Saved;Fouls Made;Fouls Against;Yellow Cards;Red cards;Off;Mistakes Leading to Goals;Rating;Player of the Match;Games Won;Games Drawn;Games Lost;Team Goals
2002310368;Luca Ferraro;Italy;;Monza;Serie A;D/WB (R);18;179 cm;Weak;Very Strong;58;58;€4K - €80K;€220 p/w;30/6/2031;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002267242;Alexander Bonello;Italy;;Monza;Serie A;D/WB (R);19;170 cm;Reasonable;Very Strong;86;103;€475K - €1.8M;€950 p/w;30/6/2034;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002402184;Francesco Bove;Italy;Italy;Monza;Serie A;D/WB (R);15;177 cm;Reasonable;Very Strong;50;74;€50K - €500K;€260 p/w;30/6/2034;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002267243;Stefano Sechi;Italy;Italy;Monza;Serie A;D (C), DM;18;193 cm;Very Strong;Weak;74;83;€16K - €150K;€220 p/w;30/6/2031;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2000495933;Manuel Villa;Italy;;Monza;Serie A;D (C), DM;22;192 cm;Reasonable;Very Strong;114;129;€11M - €12M;€6.5K p/w;30/6/2033;1 (1);93;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;57;53;1;0;10.5km;5.8;4.8;0;0;0;2;4.8;2;1;0;0;1;9;2;6.8;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.40;0;1;0;1;1
2002349337;Stefano Vacca;Italy;;Monza;Serie A;D (RC), WB (R);16;194 cm;Reasonable;Very Strong;108;155;€29M - €36M;€260 p/w;30/6/2033;9 (4);746;2;1;1.77;1.77;0.23;0.104117647058824;17;0.4;6;0;0;0;3;3.62;1.0;8;14;1.7;79;14;79;14;383;313;49;40;111.8km;34.6;19.7;28;23;0;23;11.5;56;14;7;6;12;74;58;1.9;4.2;0;0;0;0;0;0;0;0;0;0;0;9;14;0;0;2;1;7.24;1;6;0;7;11
2000098494;Leonardo Colombo;Italy;;Monza;Serie A;D (C), DM, M (C);24;179 cm;Reasonable;Very Strong;111;111;€10M - €12M;€19K p/w;30/6/2033;32 (5);2738;0;0;1.84;1.84;-1.84;0.0557575757575758;33;0.9;16;0;0;0;1;2.33;0.1;4;30;1.0;11;1;8;1;2255;2059;297;12;377.0km;20.5;7.6;55;40;1;86;7.3;178;44;24;20;25;45;14;1.0;0.0;0;0;0;0;0;0;0;0;0;0;0;13;5;2;0;0;1;6.88;0;17;4;16;45
2002310357;Idrissa Bâ;Senegal;Italy;Monza;Serie A;D (C), DM, M (C);18;184 cm;Reasonable;Very Strong;95;139;€15M - €18M;€4.3K p/w;30/6/2032;5 (9);502;1;1;0.17;0.17;0.83;0.0425;4;0.7;3;0;0;0;0;0.2;0.0;0;3;0.5;3;2;3;2;375;345;44;4;73.6km;28.7;7.4;6;3;1;18;6.1;21;3;5;4;6;5;2;0.5;0.2;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;6.76;0;9;1;4;9
2002310358;Enrico Malandrino;Italy;;Monza;Serie A;D (C), DM;18;171 cm;Fairly Strong;Very Strong;86;114;€900K - €4.6M;€220 p/w;30/6/2031;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2000241777;Samuele Capolupo;Italy;;Monza;Serie A;D/WB (L);24;182 cm;Very Strong;Reasonable;106;106;€3.8M - €5.2M;€13K p/w;30/6/2033;32 (1);2820;1;0;0.72;0.72;0.28;0.18;4;0.1;3;0;0;0;0;0.76;0.0;1;13;0.4;6;3;6;3;2313;2156;250;13;368.2km;16.0;6.4;48;43;3;98;10.3;179;50;34;15;56;121;88;1.1;0.4;0;0;0;0;0;0;0;0;0;0;0;9;4;1;0;1;0;6.85;0;13;5;15;45
2002310364;Stefano Pino;Italy;Germany;Monza;Serie A;D/WB (L);18;176 cm;Very Strong;Reasonable;89;89;€180K - €1M;€725 p/w;30/6/2031;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002188330;Bernd Schlegel;Italy;Germany;Monza;Serie A;D (RLC), WB (R);19;172 cm;Reasonable;Very Strong;90;112;€900K - €3.6M;€1.3K p/w;30/6/2034;0 (1);18;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;12;12;1;0;2.2km;0.0;0.0;1;1;0;0;0.0;1;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.70;0;1;0;0;0
2002310361;Roberto Chiodo;Italy;;Monza;Serie A;D/WB (L);17;172 cm;Very Strong;Reasonable;93;132;€13.5M - €16M;€2.4K p/w;30/6/2032;2 (6);169;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0.07;0.0;0;1;0.5;0;0;0;0;184;174;20;0;23.5km;21.8;5.9;6;6;0;7;10.7;10;2;0;0;3;7;3;2.1;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.73;0;3;0;5;5
2000183048;Adam Bakoune;Italy;Morocco;Monza;Serie A;D (R), WB (RL);24;195 cm;Weak;Very Strong;106;106;€1.7M - €3.7M;€7.5K p/w;30/6/2032;3 (22);481;0;0;0.23;0.23;-0.23;0.0766666666666667;3;0.0;2;0;0;0;1;1.04;0.6;3;11;2.1;46;10;46;10;258;210;31;20;84.2km;34.4;21.5;14;7;0;12;9.7;51;17;7;5;4;24;15;1.7;0.4;0;0;0;0;0;0;0;0;0;0;0;7;6;1;0;0;0;6.64;0;11;4;10;4
43274094;Samuele Birindelli;Italy;;Monza;Serie A;D (RL), WB (R);30;175 cm;Reasonable;Very Strong;135;135;€18.5M - €22M;€34.5K p/w;30/6/2032;32 (4);2709;5;0;3.45;3.45;1.55;0.101470588235294;34;0.3;21;0;0;0;8;11.06;0.9;26;86;2.4;352;71;222;55;1583;1398;177;147;415.6km;28.2;18.8;97;71;3;103;9.5;242;71;19;12;34;114;44;2.3;0.1;0;0;0;0;0;0;0;0;0;0;0;40;60;5;0;11;2;7.14;5;17;5;14;51
2000209239;Andrea De Bonis;Italy;Switzerland;Monza;Serie A;D (LC), WB (L);24;185 cm;Very Strong;Reasonable;84;84;€160K - €425K;€2.9K p/w;30/6/2031;0 (2);40;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;35;32;0;0;6.1km;0.0;0.0;0;0;0;0;0.0;2;1;0;0;0;1;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.60;0;1;0;1;0
2002267253;Jacopo Russo;Italy;;Monza;Serie A;D (RL), WB (R);19;185 cm;Very Strong;Very Strong;76;76;€120K - €230K;€260 p/w;30/6/2031;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002349336;Daniele Finizio;Italy;;Monza;Serie A;DM, M (C);16;170 cm;Very Strong;Very Strong;86;94;€200K - €7.2M;€260 p/w;30/6/2033;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002267244;Matteo Sotgiu;Italy;;Monza;Serie A;DM, M (RC);19;168 cm;Reasonable;Very Strong;71;71;€14K - €220K;€260 p/w;30/6/2031;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
43155796;Matteo Pessina;Italy;;Monza;Serie A;DM, M (C), AM (RC);33;183 cm;Very Strong;Reasonable;128;144;€3.9M - €8.2M;€35K p/w;30/6/2031;33 (1);2644;9;2;9.76;6.68;-0.76;0.203333333333333;48;0.5;25;4;3;0;6;3.97;0.2;5;34;1.1;21;9;11;6;1487;1334;160;40;390.7km;26.1;7.6;55;38;4;87;6.9;246;56;16;10;33;96;41;1.9;0.1;0;0;0;0;0;0;0;0;0;0;0;26;16;2;0;11;0;6.87;2;13;5;16;43
2002402175;Christian Negro;Italy;;Monza;Serie A;DM, M/AM (C);16;174 cm;Reasonable;Very Strong;83;156;€14.5M - €18.5M;€260 p/w;30/6/2034;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002188324;Giovanni Izzo;Italy;;Monza;Serie A;DM, M (RC), AM (R);19;175 cm;Fairly Strong;Very Strong;106;106;€1.1M - €5.2M;€3.3K p/w;30/6/2033;0 (8);94;0;0;0.24;0.24;-0.24;0.12;2;0.0;1;0;0;0;0;0.09;0.0;0;1;1.0;4;0;3;0;46;40;1;0;17.5km;30.6;14.4;2;2;0;1;5.7;9;0;0;0;1;5;4;1.0;0.0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;6.60;0;6;1;1;1
2002310362;Anthony Husser;France;;Monza;Serie A;DM, M (RC);17;176 cm;Reasonable;Very Strong;103;103;€550K - €9M;€2.5K p/w;30/6/2032;0 (15);433;0;0;0.56;0.56;-0.56;0.0933333333333333;6;1.0;3;0;0;0;0;0.27;0.0;0;6;1.0;5;1;0;0;411;378;65;2;63.7km;24.5;8.3;5;2;0;11;5.0;18;6;3;3;4;6;1;1.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;6.69;0;6;3;6;6
2002188322;Marko Kos;Slovenia;;Monza;Serie A;DM, M (C);19;175 cm;Reasonable;Very Strong;104;104;€1M - €4.6M;€1.9K p/w;30/6/2033;0 (3);55;0;0;0.05;0.05;-0.05;0.05;1;0.0;0;0;0;0;0;0.13;0.0;0;3;0.0;0;0;0;0;63;55;3;2;9.2km;0.0;0.0;0;0;0;3;0.0;6;2;0;0;1;4;2;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6.90;0;1;1;1;0
2002267251;Matteo Serra;Italy;;Monza;Serie A;DM, M/AM (C);18;161 cm;Reasonable;Very Strong;96;96;€350K - €1.3M;€1K p/w;30/6/2031;32 (4);0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002310360;Florim Salihu;Italy;Kosovo;Monza;Serie A;DM, M (C);17;172 cm;Reasonable;Very Strong;118;138;€21M - €34M;€4.2K p/w;30/6/2032;29 (10);2222;1;1;0.84;0.84;0.16;0.0494117647058823;17;0.6;8;0;0;0;1;2.5;0.2;4;27;1.1;4;0;4;0;1750;1604;234;9;314.6km;20.7;7.0;51;34;4;60;7.1;176;48;16;14;35;34;8;1.1;0.0;0;0;0;0;0;0;0;0;0;0;0;18;5;1;0;0;0;6.84;0;17;5;17;38
2002310356;Simone Lancia;Italy;;Monza;Serie A;DM, M (LC);18;191 cm;Very Strong;Fairly Strong;89;135;€6.8M - €9.6M;€440 p/w;30/6/2032;1 (3);130;0;0;0.07;0.07;-0.07;0.07;1;0.7;0;0;0;0;1;0.02;0.0;0;1;0.7;0;0;0;0;100;88;13;1;19.2km;26.3;9.0;3;1;0;2;6.2;8;1;1;0;2;5;3;1.4;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.70;0;0;0;4;2
2002349335;Massimo Donnarumma;Italy;;Monza;Serie A;DM, M (LC);16;168 cm;Very Strong;Fairly Strong;97;120;€11.5M - €15M;€260 p/w;30/6/2033;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002349346;Niccolò Savoldi;Italy;;Monza;Serie A;M/AM (R);16;173 cm;Very Strong;Fairly Strong;70;70;€85K - €850K;€260 p/w;30/6/2033;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002402187;Silvio Casale;Italy;Italy;Monza;Serie A;M/AM (R);16;173 cm;Strong;Very Strong;66;124;€475K - €2.4M;€260 p/w;30/6/2034;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002349332;Alessio Marangoni;Italy;;Monza;Serie A;M (RC), AM (R), ST (C);16;162 cm;Reasonable;Very Strong;111;159;€32M - €54M;€260 p/w;30/6/2033;17 (10);1586;5;1;3.8;3.8;1.2;0.140740740740741;27;0.6;14;0;0;2;4;3.35;0.5;9;48;1.1;129;24;13;3;637;557;42;24;227.1km;22.4;11.0;23;20;0;23;3.8;108;22;9;7;10;31;4;1.5;0.1;0;0;0;0;0;0;0;0;0;0;0;19;12;1;0;8;0;6.64;2;11;4;12;27
2000495935;Francesco Reita;Italy;;Monza;Serie A;M (R), AM (RC);21;191 cm;Very Strong;Reasonable;100;100;€950K - €1.8M;€2.5K p/w;30/6/2031;0 (5);126;1;0;0.23;0.23;0.77;0.0766666666666667;3;1.4;2;0;0;0;0;0;0.0;0;0;0.0;3;1;3;1;43;35;7;0;20.1km;22.1;7.9;1;1;0;1;3.6;16;2;0;0;0;4;0;2.9;0.0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6.57;0;1;0;4;3
2002402180;Robin Berisha;Albania;Switzerland;Monza;Serie A;M/AM (L);15;164 cm;Reasonable;Very Strong;83;131;€10.5M - €18M;€260 p/w;30/6/2034;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
2002402185;Bryan Cappelli;Italy;Italy;Monza;Serie A;M/AM (RL);15;174 cm;Very Strong;Reasonable;60;78;€800K - €1.5M;€260 p/w;30/6/2034;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0.0km;0.0;0.0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0;0;0;0;0
